"STAR Table Name: DECEASED_DONOR_DATA
Variable Names in red font denote that field has important information in the Comment field

The data files created based on data as of 4/5/2024 will include data for registrations added and/or transplants occurring through 03/31/2024"	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8
POSTERIOR_WALL	LV posterior wall thickness (cm)	DonorNet				NUM		
PRELIM_XMATCH	Is there Time for a Preliminary Crossmatch? (Y=Yes; N=No)	DonorNet				CHAR(1)		
PREORLVEJECTIONFRACTIONMETHOD	LV EJECTION FRACTION METHOD:	DDR	2023-09-14 00:00:00			NUM	LVEJECTM                        	
PREORLVEJECTIONFRACTIONPERCENT	LV EJECTION FRACTION (%):	DDR	2023-09-14 00:00:00			NUM		
PREV_GASTRO_DIS	Previous Gastrointestinal Disease? (Y=Yes; N=No; U=Unknown)	DonorNet				CHAR(1)		
PROTEIN_URINE_DON	PROTEIN IN URINE	DDR	1999-10-25 00:00:00			CHAR(1)		
PT_DIURETICS_DON	PRERECOVERY DIURETICS	DDR	1994-04-01 00:00:00			CHAR(1)		
PT_STEROIDS_DON	PRERECOVERY STEROIDS	DDR	1994-04-01 00:00:00			CHAR(1)		
PT_T3	T3? (Y=Yes; N=No)	DonorNet				CHAR(1)		
PT_T3_DON	PRERECOVERY TRIIODOTHYRONINE-T3	DDR	1999-10-25 00:00:00			CHAR(1)		
PT_T4	T4 ? (Y=Yes; N=No)	DonorNet				CHAR(1)		
PT_T4_DON	PRERECOVERY THYROXINE-T4	DDR	1999-10-25 00:00:00			CHAR(1)		
PULM_ARTERY_COOLING_DATE	DATE OF PULMONARY ARTERY CORE COOLING	DDR	2008-03-01 00:00:00			NUM		
PULM_ARTERY_COOLING_TIME	TIME OF PULMONARY ARTERY CORE COOLING	DDR	2008-03-01 00:00:00			NUM		
PULM_CATH_DON	DDR PA CATH (Y,N)	DDR	1999-10-25 00:00:00			CHAR(1)		
PULM_INF_CONF_DON	PULMONARY INFECTION CONFIRMED	DDR	1994-04-01 00:00:00	2015-03-31 00:00:00		CHAR(1)		
PULM_INF_DON	PULMONARY INFECTION	DDR	1994-04-01 00:00:00			NUM		
RECOV_COUNTRY_DON	RECOVERY COUNTRY	DDR	1999-10-25 00:00:00			CHAR(3)	CTRY	
RECOV_OUT_US_DON	RECOVERED OUTSIDE THE U.S.	DDR	1999-10-25 00:00:00			CHAR(1)		
RECOVERY_DATE_DON	RECOVERY DATE (SENT TO OR)	DDR	1987-10-01 00:00:00			NUM		
REFERRAL_DATE	DATE OF REFERRAL CALL	DDR	1994-04-01 00:00:00			NUM		
REGION	REGION OF DONOR RECOVERY	DDR				NUM		
RESUSCIT_DUR_DON	DURATION OF RESUSCITATION (MINUTES)	DDR	1999-10-25 00:00:00			NUM		
RIGHT_KI_PUMP_DEVICE	Right Kidney Pump Device	DonorNet				NUM	PUMPDEV	
RIGHT_KI_PUMP_SOLUTION	Right Kidney Pump Solution	DonorNet				NUM	KI_PUMP_SOLUTION	
RIGHTKIDNEYARTERIOLARHYALINOSIS	RIGHT KIDNEY//ARTERIOLAR HYALINOSIS:	DDR	2023-09-14 00:00:00			NUM	ART_HYALIN                      	
RIGHTKIDNEYCORTICALNECROSIS	RIGHT KIDNEY//CORTICAL NECROSIS:	DDR	2023-09-14 00:00:00			NUM	CLINICAL_PRES	
RIGHTKIDNEYCORTICALNECROSISPCNT	RIGHT KIDNEY//(%) CORTICAL NECROSIS:	DDR	2023-09-14 00:00:00			NUM		
RIGHTKIDNEYFIBRINTHROMBI	RIGHT KIDNEY//FIBRIN THROMBI:	DDR	2023-09-14 00:00:00			NUM	CLINICAL_PRES	
RIGHTKIDNEYFIBRINTHROMBIPERCENT	RIGHT KIDNEY//(%) FIBRIN THROMBI:	DDR	2023-09-14 00:00:00			NUM		
RIGHTKIDNEYNODULARMESANGLOM	RIGHT KIDNEY//NODULAR MESANGIAL GLOMERULOSCLEROSIS:	DDR	2023-09-14 00:00:00			NUM	CLINICAL_PRES	
RIGHTKIDNEYRESTRICTED	RIGHT KIDNEY	DDR	2023-09-14 00:00:00			NUM		
RIGHTKIDNEYSCLEROTICGLOM	RIGHT KIDNEY//NUMBER OF GLOBALLY SCLEROTIC GLOMERULI:	DDR	2023-09-14 00:00:00			NUM		
RIGHTKIDNEYTISSUEPREPTECHNIQUE	RIGHT KIDNEY//TISSUE PREPARATION TECHNIQUE:	DDR	2023-09-14 00:00:00			NUM	TISSUE_PREP	
RIGHTLUNGRESTRICTED	RIGHT LUNG	DDR	2023-09-14 00:00:00			NUM		
RT_KI_BIOPSY_DON	RIGHT KIDNEY BIOPSY	DDR	1999-10-25 00:00:00			CHAR(1)		
RT_KI_BIOPSY_TY	RIGHT KIDNEY BIOPSY TYPE 	DDR	2015-03-31 00:00:00			NUM	BIOPSYTY	
RT_KI_GLOMERUL_COUNT	RIGHT KIDNEY NUMBER OF GLOMERULI VISUALIZED	DDR	2015-03-31 00:00:00			NUM		
RT_KI_GLOMERUL_DON	RIGHT KIDNEY GLOMERULOSCLEROSIS	DDR	1999-10-25 00:00:00			NUM	KIGLUMER	
RT_KI_INTERSTITIAL_FIBROSIS	RIGHT KIDNEY INTERSTITIAL FIBROSIS	DDR	2015-03-31 00:00:00			NUM	BIOPEXT	
RT_KI_PUMP_TY	RIGHT KIDNEY PUMP/MACHINE TYPE	DDR	2015-03-31 00:00:00			NUM	PUMPDEV	
RT_KI_VASCULAR_CHANGES	RIGHT KIDNEY VASCULAR CHANGES	DDR	2015-03-31 00:00:00			NUM	BIOPEXT	
RT_LUNG_MACHINE_PERFUSION	RIGHT LUNG MACHINE PERFUSION INTENDED OR PERFORMED	DDR	2015-03-31 00:00:00			CHAR(1)		
SEPTAL_WALL	Septal wall thickness (cm)	DonorNet				NUM		
SGOT_DON	TERMINAL LAB SGOT/AST	DDR	1994-04-01 00:00:00			NUM		
SGPT_DON	TERMINAL LAB SGPT/ALT	DDR	1994-04-01 00:00:00			NUM		
SHFRAC	Shortening fraction (SF) (%)	DonorNet				NUM		
SKIN_CANCER_DON	SKIN CANCER AT PROCUREMENT	DDR	1994-04-01 00:00:00			CHAR(1)		
SODIUM170_VAL_DON	LAST SERUM SODIUM	DDR	2004-06-30 00:00:00			NUM		
SP_DISCARD_CD	DDR VCA - Spleen Reason for Discard	DDR	2023-09-14 00:00:00			NUM	DISCARD	
SP_DISPOSITION	DDR VCA - Spleen Disposition	DDR	2023-09-14 00:00:00			NUM	DONDISP	
SP_REASON_CD	DDR VCA - Spleen Reason Code	DDR	2023-09-14 00:00:00			NUM	DDREASCD	
STATUS_DDR	DDR Form Status	DDR				CHAR(1)	FRMSTAT	
STEROIDS	Steroids? (Y=Yes; N=No)	DonorNet				CHAR(1)		
STEROIDSDURATIONOFUSEUNITID	TYPE OF DRUG// STEROIDS:// HOW LONG WAS IT USED: // UNIT:	DDR	2023-09-14 00:00:00			NUM	DUR_USE                         	
STEROIDSDURATIONOFUSEVALUE	TYPE OF DRUG //STEROIDS://HOW LONG WAS IT USED:	DDR	2023-09-14 00:00:00			NUM	DRUG_USE                        	
STEROIDSLASTUSEDDATE	TYPE OF DRUG //STEROIDS://LAST USED ON:	DDR	2023-09-14 00:00:00			CHAR(33)		
STEROIDSUSEROUTEID	TYPE OF DRUG //STEROIDS://DRUG USE ROUTE:	DDR	2023-09-14 00:00:00			NUM		
STRONGYLOIDES	Infectious Diseases - Strongyloides	DonorNet				CHAR(2)	SERSTAT	
SVR_INIT_DON	DDR:SVR (initial) //SVR: (dynes/sec/cm)^5)	DDR	2004-06-30 00:00:00			NUM		
SVR_POST_DON	DDR:SVR (final) //SVR:	DDR	2004-06-30 00:00:00			NUM		
SYST_PA_CATH_INIT_DON	DDR PA CATHETER INIT (MM/HG)	DDR	2004-06-30 00:00:00			NUM		
SYST_PA_CATH_POST_DON	DDR PA CATHETER FINAL (MM/HG)	DDR	2004-06-30 00:00:00			NUM		
SYSTOLIC_PA_CATH_OLD_DON	ARCHIVED DDR PA SYSTOLIC	DDR	1999-10-25 00:00:00	2004-06-30 00:00:00		NUM		
TATTOOS_DON	TATTOOS	DDR	1999-10-25 00:00:00			CHAR(1)		
TB_HISTORY	TB HISTORY	DDR	2015-03-31 00:00:00			CHAR(1)		
TBILI_DON	TERMINAL LAB TOTAL BILIRUBIN	DDR	1994-04-01 00:00:00			NUM		
THORACIC_AORTA_COOLING_DATE	DATE OF THORACIC AORTA CORE COOLING	DDR	2008-03-01 00:00:00			NUM		
THORACIC_AORTA_COOLING_TIME	TIME OF THORACIC AORTA CORE COOLING	DDR	2008-03-01 00:00:00			NUM		
TOTAL_URINE_OUTPUT	DDR IF DCD, TOTAL URINE OUTPUT DURING OR RECOVERY PHASE	DDR	2008-03-01 00:00:00			NUM		
TOXO_IGG_DON	DDR TOXOPLASMA (IGG) RESULTS	DDR	2018-02-28 00:00:00			CHAR(5)	SERSTAT	
TPN	Total Parental Nutrition? (Y=Yes; N=No)	DonorNet				CHAR(1)		
TRANSFUS_TERM_DON	NUMBER OF TRANSFUSIONS	DDR	2004-06-30 00:00:00			NUM	TRANSFUS	
TRANSFUSIONPOSTABO	TRANSFUSIONS FOLLOWING ABO DETERMINATION:	DDR	2023-09-14 00:00:00			CHAR(1)		
TRANSFUSIONPOSTABOVOLUME	TRANSFUSIONS FOLLOWING ABO DETERMINATION//TOTAL VOLUME	DDR	2023-09-14 00:00:00			NUM		
TRANSFUSIONPRIORABO	TRANSFUSIONS PRIOR TO ABO DETERMINATION:	DDR	2023-09-14 00:00:00			CHAR(1)		
TRANSFUSIONPRIORABOVOLUME	TRANSFUSIONS PRIOR TO ABO DETERMINATION//TOTAL VOLUME	DDR	2023-09-14 00:00:00			NUM		
UE_DISCARD_CD	DDR VCA - Upper Limb Reason for Discard	DDR	2023-09-14 00:00:00			NUM	DISCARD	
UE_DISPOSITION	DDR VCA - Upper Limb Disposition	DDR	2023-09-14 00:00:00			NUM	DONDISP	
UE_REASON_CD	DDR VCA - Upper Limb Reason Code	DDR	2023-09-14 00:00:00			NUM	DDREASCD	
URINE_INF_CONF_DON	INFECTION URINE SOURCE CONFIRMED	DDR	1994-04-01 00:00:00	2015-03-31 00:00:00		CHAR(1)		
URINE_INF_DON	INFECTION URINE SOURCE	DDR	1994-04-01 00:00:00			NUM		
USE_DOUBLE_KI	Use double kidney allocation (Policy 3.5.7) instead of expanded donor allocation (3.5.12)?  (Y=Yes; N=No)	DonorNet				CHAR(1)		
UT_DISCARD_CD	DDR VCA - Uterus Reason for Discard	DDR	2023-09-14 00:00:00			NUM	DISCARD	
UT_DISPOSITION	DDR VCA - Uterus Disposition	DDR	2023-09-14 00:00:00			NUM	DONDISP	
UT_REASON_CD	DDR VCA - Uterus Reason Code	DDR	2023-09-14 00:00:00			NUM	DDREASCD	
VAL_DT_DDR	DDR Validation Date	DDR				NUM		
VASODIL	Vasodilators? (Y=Yes; N=No)	DonorNet				CHAR(1)		
VASODIL_DON	VASODILATORS PRE CROSSCLAMP	DDR	1994-04-01 00:00:00			CHAR(1)		
VASODILATORS_BEGIN_DT	Vasodilators Begin Date/Time	DonorNet				NUM		
VASODILATORS_END_DT	Vasodilators End Date/Time	DonorNet				NUM		
VCARESTRICTED	VCA	DDR	2023-09-14 00:00:00			NUM		
VDRL_DON	RPR-VDRL SEROLOGY RESULT	DDR	1987-10-01 00:00:00			CHAR(2)	SERSTAT	
VESSELS_NUM_STEN_DON	NUMBER OF VESSELS WITH >50% STENOSIS	DDR	1999-10-25 00:00:00			NUM		
WALL_ABN_GLOB_DON	DDR GLOBAL WALL ABNORMALITIES (Y,N)	DDR	1999-10-25 00:00:00			CHAR(1)		
WALL_ABN_SEG_DON	DDR SEGMENTAL WALL ABNORMALITIES (Y,N)	DDR	1999-10-25 00:00:00			CHAR(1)		
WARM_ISCH_TM_DON	WARM ISCHEMIA TIME (MINUTES) (DCD Only)	DDR	1994-04-01 00:00:00	2015-03-31 00:00:00		NUM		
WASAUTHORIZATIONOBTAINED	WAS AUTHORIZATION OBTAINED FOR ORGAN DONATION:	DDR	2023-09-14 00:00:00			CHAR(1)		
WEST_NILE_NAT	WEST NILE NAT RESULTS	DDR	2015-03-31 00:00:00			CHAR(2)	SERSTAT	
WEST_NILE_SEROLOGY	WEST NILE SEROLOGY RESULTS	DDR	2015-03-31 00:00:00			CHAR(2)	SERSTAT	
WGT_KG_DON_CALC	DONOR WEIGHT (KG)	DDR	1994-04-01 00:00:00			NUM		
WIDTH_AORTIC_KNOB	Aortic knob width (cm)	DonorNet				NUM		
WIDTH_DIAPHRAGM	Diaphragm width (cm)	DonorNet				NUM		
WITHDRAWAL_DATE	DATE OF WITHDRAWAL OF SUPPORT	DDR	2008-03-01 00:00:00			NUM		
WITHDRAWAL_TIME	TIME OF WITHDRAWAL OF SUPPORT	DDR	2008-03-01 00:00:00			NUM		
