"STAR Table Name: VCA_FOLLOWUP_DATA
Variable Names in red font denote that field has important information in the Comment field

The data files created based on data as of 4/5/2024 will include data for registrations added and/or transplants occurring through 03/31/2024"	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8
REJ_ACUTE_BIOPSY_DONE_LEFT_5	Rejection Episode 5 Left Limb - Biopsy was done to confirm acute rejection	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_BIOPSY_DONE_RIGHT_1	Rejection Episode 1 Right Limb - Biopsy was done to confirm acute rejection	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_BIOPSY_DONE_RIGHT_2	Rejection Episode 2 Right Limb - Biopsy was done to confirm acute rejection	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_BIOPSY_DONE_RIGHT_3	Rejection Episode 3 Right Limb - Biopsy was done to confirm acute rejection	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_BIOPSY_DONE_RIGHT_4	Rejection Episode 4 Right Limb - Biopsy was done to confirm acute rejection	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_BIOPSY_DONE_RIGHT_5	Rejection Episode 5 Right Limb - Biopsy was done to confirm acute rejection	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_DT_1	Rejection Episode 1 - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_DT_2	Rejection Episode 2 - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_DT_3	Rejection Episode 3 - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_DT_4	Rejection Episode 4 - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_DT_5	Rejection Episode 5 - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_DT_LEFT_1	Rejection Episode 1 Left Limb - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_DT_LEFT_2	Rejection Episode 2 Left Limb - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_DT_LEFT_3	Rejection Episode 3 Left Limb - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_DT_LEFT_4	Rejection Episode 4 Left Limb - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_DT_LEFT_5	Rejection Episode 5 Left Limb - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_DT_RIGHT_1	Rejection Episode 1 Right Limb - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_DT_RIGHT_2	Rejection Episode 2 Right Limb - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_DT_RIGHT_3	Rejection Episode 3 Right Limb - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_DT_RIGHT_4	Rejection Episode 4 Right Limb - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_DT_RIGHT_5	Rejection Episode 5 Right Limb - Date of acute rejection diagnosis	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	NUM	YN	
REJ_ACUTE_LEFT	Acute Rejection Left Limb	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_RIGHT	Acute Rejection Right Limb	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE	Acute Rejection, If Yes, Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_1	Rejection Episode 1 - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_2	Rejection Episode 2 - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_3	Rejection Episode 3 - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_4	Rejection Episode 4 - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_5	Rejection Episode 5 - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_LEFT	Acute Rejection - Left Limb, If Yes, Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_LEFT_1	Rejection Episode 1 Left Limb - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_LEFT_2	Rejection Episode 2 Left Limb - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_LEFT_3	Rejection Episode 3 Left Limb - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_LEFT_4	Rejection Episode 4 Left Limb - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_LEFT_5	Rejection Episode 5 Left Limb - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_RIGHT	Acute Rejection - Right Limb, If Yes, Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_RIGHT_1	Rejection Episode 1 Right Limb - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_RIGHT_2	Rejection Episode 2 Right Limb - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_RIGHT_3	Rejection Episode 3 Right Limb - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_RIGHT_4	Rejection Episode 4 Right Limb - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_SKIN_CHANGE_RIGHT_5	Rejection Episode 5 Right Limb - Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_1	Rejection Episode 1 - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_2	Rejection Episode 2 - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_3	Rejection Episode 3 - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_4	Rejection Episode 4 - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_5	Rejection Episode 5 - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_LEFT_1	Rejection Episode 1 Left Limb - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_LEFT_2	Rejection Episode 2 Left Limb - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_LEFT_3	Rejection Episode 3 Left Limb - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_LEFT_4	Rejection Episode 4 Left Limb - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_LEFT_5	Rejection Episode 5 Left Limb - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_RIGHT_1	Rejection Episode 1 Right Limb - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_RIGHT_2	Rejection Episode 2 Right Limb - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_RIGHT_3	Rejection Episode 3 Right Limb - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_RIGHT_4	Rejection Episode 4 Right Limb - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_ACUTE_TREATED_RIGHT_5	Rejection Episode 5 Right Limb - Acute rejection was treated	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_CHRONIC	Chronic Rejection	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_CHRONIC_LEFT	Chronic Rejection Left Limb	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_CHRONIC_RIGHT	Chronic Rejection Right Limb	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REJ_CHRONIC_SKIN_CHANGE	Chronic Rejection If Yes, Visual skin changes	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION: POST TRANSPLANT	CHAR(1)	YN	
REJ_CHRONIC_SKIN_CHANGE_LEFT	Chronic Rejection If Yes, Visual skin changes Left Limb	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION: POST TRANSPLANT	CHAR(1)	YN	
REJ_CHRONIC_SKIN_CHANGE_RIGHT	Chronic Rejection If Yes, Visual skin changes Right Limb	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION: POST TRANSPLANT	CHAR(1)	YN	
REMOVAL_REQUESTED	Patient requested removal	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REMOVAL_REQUESTED_LEFT	Patient requested removal Left Limb	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
REMOVAL_REQUESTED_RIGHT	Patient requested removal Right Limb	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
ROLE_EMOTIONAL_SCORE	RoleEmotional (RE) Score (0-100 Scale)	TRF	2015-09-01 00:00:00		FUNCTIONAL STATUS	NUM		
ROLE_PHYS_SCORE	RolePhysical (RP) Score (0-100 Scale)	TRF	2015-09-01 00:00:00		FUNCTIONAL STATUS	NUM		
SECONDARY_PAY	Secondary Source of Payment	TRF	2015-09-01 00:00:00		SOCIODEMOGRAPHIC INFORMATION	NUM	SECNDPAY	
SEMMES_WEINSTEIN_LEFT	Semmes Weinstein, Left Limb	TRF	2015-09-01 00:00:00		FUNCTIONAL STATUS	NUM	VCA_SEMMESWEINSTEIN	
SEMMES_WEINSTEIN_RIGHT	Semmes Weinstein, Right Limb	TRF	2015-09-01 00:00:00		FUNCTIONAL STATUS	NUM	VCA_SEMMESWEINSTEIN	
SEPSIS	Sepsis / Infection	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
SEPSIS_LEFT	Sepsis / Infection Left Limb	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
SEPSIS_RIGHT	Sepsis / Infection Right Limb	TRF	2015-09-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YN	
SOCIAL_FUNC_SCORE	Social Functioning (SF) Score (0-100 Scale)	TRF	2015-09-01 00:00:00		FUNCTIONAL STATUS	NUM		
SPEAKING_RATE	Speaking rate (number of words per minute)	TRF	2015-09-01 00:00:00		FUNCTIONAL STATUS	NUM		
THROMBOSIS	Thrombosis	TRF	2015-09-01 00:00:00		Clinical Information: Post Transplant - If failed - Causes of Graft Failure	CHAR(1)	YN	
THROMBOSIS_ARTERIAL	Arterial Thrombosis	TRF	2015-09-01 00:00:00		Clinical Information: Post Transplant - Major Transplant Complication	CHAR(1)	YN	
THROMBOSIS_LEFT	Thrombosis	TRF	2015-09-01 00:00:00		Clinical Information: Post Transplant - Left Limb - If failed - Causes of Graft Failure	CHAR(1)	YN	
THROMBOSIS_RIGHT	Thrombosis	TRF	2015-09-01 00:00:00		Clinical Information: Post Transplant - Right Limb - If failed - Causes of Graft Failure	CHAR(1)	YN	
THROMBOSIS_VENOUS	Venous Thrombosis	TRF	2015-09-01 00:00:00		Clinical Information: Post Transplant - Major Transplant Complication	CHAR(1)	YN	
TRAUMA	TRAUMA	TRF	2015-09-01 00:00:00		GRAFT STATUS	CHAR(1)	YN	
TRAUMA_LEFT	TRAUMA Left Limb	TRF	2015-09-01 00:00:00		GRAFT STATUS	CHAR(1)	YN	
TRAUMA_RIGHT	TRAUMA Right Limb	TRF	2015-09-01 00:00:00		GRAFT STATUS	CHAR(1)	YN	
TRR_ID_CODE	ENCRYPTED TRANSPLANT IDENTIFIER	CALCULATED				CHAR(15)		
TWO_PT_DISCRIMINATION	2 point discrimination (mm)	TRF	2015-09-01 00:00:00		FUNCTIONAL STATUS	NUM		
VCA_CANDIDATE_ID_CODE	Encrypted Candidate ID	CALCULATED				NUM		
VCA_FOL_CD	Follow-up Code	TRF	2015-09-01 00:00:00			NUM	FOLCD	
VCA_TY	VCA Transplant Organ Type	WL	2015-09-01 00:00:00		CANDIDATE INFORMATION	CHAR(200)		
VITALITY_SCORE	Vitality (VT) Score (0-100 Scale)	TRF	2015-09-01 00:00:00		FUNCTIONAL STATUS	NUM		
WGT_KG	Weight (kg)	TRF	2015-09-01 00:00:00			NUM		
WORK_INCOME	RECIPIENT WORK FOR INCOME?	TRF	2015-09-01 00:00:00		SOCIODEMOGRAPHIC INFORMATION	CHAR(1)	YNU	
WORK_NO_STATUS	Work for Income, If Yes, indicate the recipient's working status	TRF	2015-09-01 00:00:00		SOCIODEMOGRAPHIC INFORMATION	NUM	WORKNO	
WORK_YES_STATUS	Work for Income, If No, Not Working Due To	TRF	2015-09-01 00:00:00		SOCIODEMOGRAPHIC INFORMATION	NUM	WORKYES	
