"STAR Table Name: LIVER_DATA
Variable Names in red font denote that field has important information in the Comment field

The data files created based on data as of 4/5/2024 will include data for registrations added and/or transplants occurring through 03/31/2024"	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8
PT_T4_DON	DECEASED DONOR-THYROXINE-T4 B/N BRAIN DEATH W/IN 24 HRS OF PROCUREMENT	DDR	1994-04-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YNU	
PTIME	Patient Survival Time in days (based on composite death date)	CALCULATED				NUM		
PULM_INF_CONF_DON	DECEASED DONOR-INFECTION PULMONARY SOURCE-CONFIRMED	DDR	1994-04-01 00:00:00	2015-03-31 00:00:00	CLINICAL INFORMATION	CHAR(1)	YNU	
PULM_INF_DON	DECEASED DONOR-INFECTION PULMONARY SOURCE	DDR	1994-04-01 00:00:00		CLINICAL INFORMATION	NUM		
PX_NON_COMPL	LIVER GRAFT FAILURE CONTRIBUTORY CAUSE-PATIENT NON-COMPLIANT	TRF	2004-06-30 00:00:00	2015-03-31 00:00:00		CHAR(1)	YNU	
PX_STAT	RECIPIENT STATUS(Died, ReTX, Lost, Alive)	TRR/TRF-CALCULATED	1987-10-01 00:00:00		PATIENT STATUS	CHAR(1)	PXSTAT	
PX_STAT_DATE	RECIPIENT STATUS DATE	TRR/TRF-CALCULATED	1987-10-01 00:00:00		PATIENT STATUS	NUM		
RA1	RECIPIENT A1 ANTIGEN	RH	1987-10-01 00:00:00		RECIPIENT HLA TYPING	NUM	ALOCUS	
RA2	RECIPIENT A2 ANTIGEN	RH	1987-10-01 00:00:00		RECIPIENT HLA TYPING	NUM	ALOCUS	
RB1	RECIPIENT B1 ANTIGEN	RH	1987-10-01 00:00:00		RECIPIENT HLA TYPING	NUM	BLOCUS	
RB2	RECIPIENT B2 ANTIGEN	RH	1987-10-01 00:00:00		RECIPIENT HLA TYPING	NUM	BLOCUS	
RDR1	RECIPIENT DR1 ANTIGEN	RH	1987-10-01 00:00:00		RECIPIENT HLA TYPING	NUM	DRLOCUS	
RDR2	RECIPIENT DR2 ANTIGEN	RH	1987-10-01 00:00:00		RECIPIENT HLA TYPING	NUM	DRLOCUS	
REASONNOHBVVACCINATIONID	Reason not Vaccinated against Hepatitis B	TRR	2022-08-30 00:00:00			NUM	LOOKUPNOVACCINATIONREASON	
RECOV_COUNTRY	DONOR-COUNTRY OF ORGAN RECOVERY IF NOT U.S.	DDR/LDR	1999-10-25 00:00:00		ORGAN RECOVERY	CHAR(3)	CTRY	
RECOV_OUT_US	DONOR-ORGAN RECOVERED OUTSIDE U.S.	DDR/LDR	1999-10-25 00:00:00		ORGAN RECOVERY	CHAR(1)	YNU	
RECOVERY_DATE_DON	CADAVER ORGAN RECOVERY DATE	DDR	1987-10-01 00:00:00		ORGAN RECOVERY	NUM		
RECUR_DISEASE	RECIPIENT CONTRIBUTING CAUSE OF GRAFT FAILURE - RECURRENT DISEASE, NON-HEPATITIS	TRF/TRR	1987-10-01 00:00:00		(POST TRANSPLANT) CLINICAL INFORMATION	CHAR(1)	YNU	"The user is asked to check as many contributing causes of failure as apply, there is no ""primary"" cause of failure"
REFERRAL_DATE	DECEASED DONOR-REFERRAL DATE	DDR	1994-04-01 00:00:00		PROVIDER INFORMATION	NUM		
REGION	WL UNOS/OPTN Region Where Listed/Transplanted	CALCULATED				NUM		
REJ_ACUTE	RECIPIENT CONTRIBUTING CAUSE OF GRAFT FAILURE - ACUTE REJECTION	TRF/TRR	1994-04-01 00:00:00		(POST TRANSPLANT) CLINICAL INFORMATION	CHAR(1)	YNU	"The user is asked to check as many contributing causes of failure as apply, there is no ""primary"" cause of failure"
REJ_CHRONIC	RECIPIENT CONTRIBUTING CAUSE OF GRAFT FAILURE - CHRONIC REJECTION	TRF	1987-10-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YNU	"Before 4/1/94, collected as REJECTION., all data prior to that date converted to chronic rejection , The user is asked to check as many contributing causes of failure as apply, there is no ""primary"" cause of failure"
REM_CD	REASON FOR REMOVAL FROM THE WAITING LIST	WAITING LIST DATA	1987-10-01 00:00:00		WAITING LIST DATA	NUM	REMCD	THIS IS MISSING IF PATIENT IS STILL WAITING AT TIME DATASET CREATED
RESUSCIT_DUR	DECEASED DONOR-RESUSCITATION FOLLOWING CARDIAC ARREST POST BRAIN DEATH	DDR	1999-10-25 00:00:00		CLINICAL INFORMATION	NUM		
RETXDATE	DATE RE-TRANSPLANTED	CALCULATED				NUM		
SCOREADJUSTMENT	M/P Score Adjustment for Exceptions Relative to MMaT/MPaT of Active Approved/not Approved Exception at Tx Offer/Tx/Removal/Current Time	WAITING LIST DATA	2022-06-28 00:00:00			NUM		
SELF_DON	LIVING DONOR-SELF AS SECONDARY PAYMENT TYPE	LDR	1999-10-25 00:00:00		DONOR INFORMATION	CHAR(1)	YNU	
SGOT_DON	DECEASED DONOR-TERMINAL SGOT/AST	DDR	1994-04-01 00:00:00		CLINICAL INFORMATION	NUM		
SGPT_DON	DECEASED DONOR-TERMINAL SGPT/ALT	DDR	1994-04-01 00:00:00		CLINICAL INFORMATION	NUM		
SHARE_TY	ALLOCATION TYPE- 3=LOCAL/4=REGIONAL/5=NATIONAL/6=FOREIGN	CALCULATED				NUM	SHARETY	3 = Local, 4 = Regional, 5 = National, 6 = Foreign
SKIN_CANCER_DON	DECEASED DONOR-SKIN CANCER AT PROCUREMENT (Y/N)	DDR	1994-04-01 00:00:00		DONOR HISTORY	CHAR(1)	YNU	
STATUS_DDR	DDR Form Status	DDR				CHAR(1)	FRMSTAT	
STATUS_LDR	LDR Form Status	LDR				CHAR(1)	FRMSTAT	
STATUS_TCR	TCR Form Status	TCR				CHAR(1)	FRMSTAT	
STATUS_TRR	TRR Form Status	TRR				CHAR(1)	FRMSTAT	
TATTOOS	DECEASED DONOR-TATOOS	DDR	1999-10-25 00:00:00		DONOR HISTORY	CHAR(1)	YNU	
TBILI_DON	DECEASED DONOR-TERMINAL TOTAL BILIRUBIN	DDR	1994-04-01 00:00:00		CLINICAL INFORMATION	NUM		
TBILI_TX	RECIPIENT TOTAL BILIRUBIN @ TRANSPLANT	WAITING LIST DATA	1987-10-01 00:00:00		PRETRANSPLANT CLINICAL INFORMATION	NUM		
TIPSS_TCR	RECIPIENT TRANSJUGULAR INTRAHEPATIC PORTACAVAL STINT SHUNT(TIPSS)  @ REGISTRATION	TCR	1999-10-25 00:00:00		CLINICAL INFORMATION	CHAR(1)	YNU	
TIPSS_TRR	RECIPIENT TRANSJUGULAR INTRAHEPATIC PORTACAVAL STINT SHUNT(TIPSS) @ TRANSPLANT	TRR	1999-10-25 00:00:00		TRANSPLANT CLINICAL INFORMATION	CHAR(1)	YNU	
TOT_SERUM_ALBUM	RECIPIENT TOTAL SERUM ALBUMIN  @ REGISTRATION	TCR	1999-10-25 00:00:00		CLINICAL INFORMATION	NUM		
TRANSFUS_INTRAOP_NUM_OLD_DON	ARCHIVED DDR TRANSFUSION UNITS INTRAOPERATIVELY	DDR	1999-10-25 00:00:00	2004-06-30 00:00:00	CLINICAL INFORMATION	NUM	TRANSFUS	
TRANSFUS_PRIOR_NUM_OLD_DON	ARCHIVED DDR TRANSUFISION UNITS PRE-OPERATIVELY	DDR	1999-10-25 00:00:00	2004-06-30 00:00:00	CLINICAL INFORMATION	NUM	TRANSFUS	
TRANSFUS_TERM_DON	DDR:Number of transfusions during this (terminal) hospitalization:	DDR	2004-06-30 00:00:00		CLINICAL INFORMATION	NUM	TRANSFUS	
TRANSPLANT_TIME	TRR Transplant Time	TRR	2023-09-14 00:00:00			NUM		
TRANSPLANTTIMEZONEID	Transplant Time Zone	TRR	2023-09-14 00:00:00			NUM	commontz	
TRR_ID_CODE	ENCRYPTED TRANSPLANT IDENTIFIER	CALCULATED				CHAR(15)		
TRTREJ1Y	TREATED FOR REJECTION WITHIN 1 YEAR	CALCULATED				CHAR(1)	YNU	
TRTREJ6M	TREATED FOR REJECTION WITHIN 6 MONTHS	CALCULATED				CHAR(1)	YNU	
TX_DATE	TRANSPLANT DATE	TRR	1987-10-01 00:00:00		RECIPIENT INFORMATION	NUM		
TX_MELD	TRANSPLANT OCCURRED PRIOR TO MELD/PELD?	CALCULATED				CHAR(3)		
TX_PROCEDUR_TY	RECIPIENT LIVER ORGAN TYPE (Whole/Reduced/Split)	TRR	1994-04-01 00:00:00		TRANSPLANT CLINICAL INFORMATION	NUM	LIPROCT	
TX_YEAR	TRANSPLANT YEAR	CALCULATED				NUM		
TXHRT	SIMULTANEOUS HEART	CALCULATED				CHAR(1)		
TXINT	SIMULTANEOUS INTESTINE	CALCULATED				CHAR(1)		W-Whole, S-Segment  (This field to determines the type of multi-organ transplant performed) 
TXKID	SIMULTANEOUS KIDNEY	CALCULATED				CHAR(1)		R-Right, L-Left, E-En-Bloc (This field to determines the type of multi-organ transplant performed) 
TXLIV	TYPE OF LIVER TX (W, S )	CALCULATED				CHAR(1)		W-Whole, S-Segment/Split  (This is organ placement data from OPO, use TX_PROCEDUR_TY to identify transplant procedure types) 
TXLNG	SIMULTANEOUS LUNG	CALCULATED				CHAR(1)		R-Right, L-Left, D-Double (This field to determines the type of multi-organ transplant performed) 
TXPAN	SIMULTANEOUS PANCREAS	CALCULATED				CHAR(1)		W-Whole, S-Segment  (This field to determines the type of multi-organ transplant performed) 
TXVCA	SIMULTANEOUS VCA	CALCULATED				CHAR(1)	VCA_SIMULTX	
URINE_INF_CONF_DON	DECEASED DONOR-INFECTION URINE SOURCE-CONFIRMED	DDR	1994-04-01 00:00:00	2015-03-31 00:00:00	CLINICAL INFORMATION	CHAR(1)	YNU	
URINE_INF_DON	DECEASED DONOR-INFECTION URINE SOURCE	DDR	1994-04-01 00:00:00		CLINICAL INFORMATION	NUM		
VAD_TAH	RECIPIENT LIFE SUPPORT TYPE VAD BRAND  @ REGISTRATION	TCR	1994-04-01 00:00:00	2004-06-30 00:00:00	CANDIDATE INFORMATION	NUM	VADTAH	
VAL_DT_DDR	DDR Validation Date	DDR				NUM		
VAL_DT_LDR	LDR Validation Date	LDR				NUM		
VAL_DT_TCR	TCR Validation Date	TCR				NUM		
VAL_DT_TRR	TRR Validation Date	TRR				NUM		
VASC_THROMB	RECIPIENT CONTRIBUTING CAUSE OF GRAFT FAILURE - VASCULAR THROMBOSIS	TRF/TRR	1987-10-01 00:00:00	2015-03-31 00:00:00	(POST TRANSPLANT) CLINICAL INFORMATION	CHAR(1)	YNU	"The user is asked to check as many contributing causes of failure as apply, there is no ""primary"" cause of failure"
VASODIL_DON	DECEASED DONOR-VASODILATORS W/IN 24HRS PRE-CROSS CLAMP	DDR	1994-04-01 00:00:00		CLINICAL INFORMATION	CHAR(1)	YNU	
VDRL_DON	DECEASED DONOR-RPR-VDRL RESULT	DDR	1987-10-01 00:00:00		CLINICAL INFORMATION	CHAR(2)	SERSTAT	
VENTILATOR_TCR	RECIPIENT ON LIFE SUPPORT - VENTILATOR @ REGISTRATION (1=Yes, 0=No)	TCR	1994-04-01 00:00:00		CANDIDATE INFORMATION	NUM		
VESSELS_NUM_STEN_DON	DDR NUMBER OF VESSELS WITH >50% STENOSIS	DDR	1999-10-25 00:00:00		ORGAN RECOVERY	NUM		
WARM_ISCH_TM_DON	DECEASED DONOR NON-HEART BEATING ESTIMATED WARM ISCHEMIC TIME (MINUTES)	DDR	1994-04-01 00:00:00	2015-03-31 00:00:00	ORGAN RECOVERY	NUM		
WGT_KG_CALC	CALCULATED RECIPIENT WEIGHT (kg)	CALCULATED				NUM		
WGT_KG_DON_CALC	DONOR WEIGHT (KG)	CALCULATED				NUM		
WGT_KG_TCR	RECIPIENT WEIGHT (kg) @ REGISTRATION	TCR	1987-10-01 00:00:00		CLINICAL INFORMATION	NUM		
WL_ID_CODE	ENCRYPTED REGISTRATION IDENTIFIER	CALCULATED				NUM		
WLHL	WAS CANDIDATE LISTED FOR SIMULTANEOUS HEART-LUNG?	CALCULATED				CHAR(1)		
WLHR	WAS CANDIDATE LISTED FOR SIMULTANEOUS HEART?	CALCULATED				CHAR(1)		
WLIN	WAS CANDIDATE LISTED FOR SIMULTANEOUS INTESTINE?	CALCULATED				CHAR(1)		
WLKI	WAS CANDIDATE LISTED FOR SIMULTANEOUS KIDNEY?	CALCULATED				CHAR(1)		
WLKP	WAS CANDIDATE LISTED FOR SIMULTANEOUS KIDNEY-PANCREAS?	CALCULATED				CHAR(1)		
WLLI	WAS CANDIDATE LISTED FOR SIMULTANEOUS LIVER?	CALCULATED				CHAR(1)		
WLLU	WAS CANDIDATE LISTED FOR SIMULTANEOUS LUNG?	CALCULATED				CHAR(1)		
WLPA	WAS CANDIDATE LISTED FOR SIMULTANEOUS PANCREAS?	CALCULATED				CHAR(1)		
WLPI	WAS CANDIDATE LISTED FOR SIMULTANEOUS PANCREAS ISLET?	CALCULATED				CHAR(1)		
WLVC	WAS CANDIDATE LISTED FOR SIMULTANEOUS VCA?	CALCULATED				CHAR(1)		
WORK_INCOME_TCR	WORK FOR INCOME AT REGISTRATION?	TCR	2004-06-30 00:00:00		CANDIDATE INFORMATION	CHAR(1)	YNU	
WORK_INCOME_TRR	RECIPIENT WORK FOR INCOME AT TRANSPLANT?	TRR	2004-06-30 00:00:00		PATIENT STATUS	CHAR(1)	YNU	
YR_ENTRY_US_TCR	YEAR OF ENTRY TO THE U.S.	TCR	2004-06-30 00:00:00		CANDIDATE INFORMATION	NUM		
