"Media/File ID",Title,Description,"Core or Supplemental","File Language","Research Topic",Copyright,"Link to File","CDE Language"
7156,cpaq-8-cde.xlsx,"The Chronic Pain Acceptance Questionnaire Revised 8 item (CPAQ) is an 8-item instrument to measure acceptance of pain.",Supplemental,English,"Pain Acceptance",No,https://heal.nih.gov/files/CDEs/2023-09/cpaq-8-cde.xlsx,English
8381,cpaq-8-crf-spanish.docx,"The Chronic Pain Acceptance Questionnaire Revised 8 item (CPAQ) is an 8-item instrument to measure acceptance of pain.",Supplemental,Spanish,"Pain Acceptance",No,https://heal.nih.gov/files/CDEs/2023-09/cpaq-8-crf-spanish.docx,Spanish
7881,promis-pain-behavior-item-bank-v1.0-crf.docx,"The PROMIS Item Bank v1.0 Pain Behavior measures self-reported external manifestations of pain.",Supplemental,English,"Pain Behavior",No,https://heal.nih.gov/files/CDEs/2023-09/promis-pain-behavior-item-bank-v1.0-crf.docx,English
7876,promis-pain-behavior-item-bank-v1.0-cde.xlsx,"The PROMIS Item Bank v1.0 Pain Behavior measures self-reported external manifestations of pain.",Supplemental,English,"Pain Behavior",No,https://heal.nih.gov/files/CDEs/2023-09/promis-pain-behavior-item-bank-v1.0-cde.xlsx,English
7891,promis-pain-behavior-item-bank-v2.0-crf.pdf,"The PROMIS Item Bank v2.0 Pain Behavior measures self-reported external manifestations of pain.",Supplemental,English,"Pain Behavior",No,https://heal.nih.gov/files/CDEs/2023-09/promis-pain-behavior-item-bank-v2.0-crf.pdf,English
7886,promis-pain-behavior-item-bank-v2.0-cde.xlsx,"The PROMIS Item Bank v2.0 Pain Behavior measures self-reported external manifestations of pain.",Supplemental,English,"Pain Behavior",No,https://heal.nih.gov/files/CDEs/2023-09/promis-pain-behavior-item-bank-v2.0-cde.xlsx,English
7306,flacc-copyright-statement.docx,"The Face, Legs, Activity, Cry, Consolability scale (FLACC) is a behavioral pain assessment scale used for nonverbal or preverbal patients who are unable to self-report their level of pain.",Supplemental,English,"Pain Behavior",Yes,https://heal.nih.gov/files/CDEs/2023-09/flacc-copyright-statement.docx,English
7911,promis-pain-behavior-parent-proxy-item-bank-v1.0-crf.pdf,"The PROMIS Parent Proxy Pain Behavior is a parent report measure that assesses behaviors that typically indicate to others that a child is experiencing pain.",Supplemental,English,"Pain Behavior",No,https://heal.nih.gov/files/CDEs/2023-09/promis-pain-behavior-parent-proxy-item-bank-v1.0-crf.pdf,English
7896,promis-pain-behavior-parent-proxy-item-bank-v1.0-cde.xlsx,"The PROMIS Parent Proxy Pain Behavior is a parent report measure that assesses behaviors that typically indicate to others that a child is experiencing pain.",Supplemental,English,"Pain Behavior",No,https://heal.nih.gov/files/CDEs/2023-09/promis-pain-behavior-parent-proxy-item-bank-v1.0-cde.xlsx,English
7551,nsi-crf.docx,"The Neurobehavioral Symptom Inventory (NSI) measures post-concussion symptoms following a traumatic brain injury (TBI).",Supplemental,English,"Neurological Assessments",No,https://heal.nih.gov/files/CDEs/2023-09/nsi-crf.docx,English
7546,nsi-cde.xlsx,"The Neurobehavioral Symptom Inventory (NSI) measures post-concussion symptoms following a traumatic brain injury (TBI).",Supplemental,English,"Neurological Assessments",No,https://heal.nih.gov/files/CDEs/2023-09/nsi-cde.xlsx,English
8281,ravlt-copyright-statement.docx,"The Rey Auditory Verbal Learning Test (RAVLT) measures a person's ability to encode, combine, store and recover verbal information in different stages of immediate memory.",Supplemental,English,"Neurological Assessments",Yes,https://heal.nih.gov/files/CDEs/2023-09/ravlt-copyright-statement.docx,English
8296,s-lanss-copyright-statement.docx,"The Leeds Assessment of Neuropathic Symptoms and Signs (LANSS) pain scale is an assessment tool to analyze and classify pain.",Supplemental,English,"Neuropathic Pain",Yes,https://heal.nih.gov/files/CDEs/2023-09/s-lanss-copyright-statement.docx,English
7211,dn4-copyright-statement.docx,"The Neuropathic Pain 4 Questions (DN4) is a screening tool for neuropathic pain consisting of interview questions and examination tests.",Supplemental,English,"Neuropathic Pain",Yes,https://heal.nih.gov/files/CDEs/2023-09/dn4-copyright-statement.docx,English
7861,promis-neuropathic-pain-quality-5a-crf.pdf,"The PROMIS Neuropathic Pain Quality 5a is a self-administered questionnaire for individuals aged 18 years and older, assessing 5 descriptors of neuropathic pain quality, with a recall period of the past 7 days.",Supplemental,English,"Neuropathic Pain",No,https://heal.nih.gov/files/CDEs/2023-09/promis-neuropathic-pain-quality-5a-crf.pdf,English
7851,promis-neuropathic-pain-quality-5a-cde.xlsx,"The PROMIS Neuropathic Pain Quality 5a is a self-administered questionnaire for individuals aged 18 years and older, assessing 5 descriptors of neuropathic pain quality, with a recall period of the past 7 days.",Supplemental,English,"Neuropathic Pain",No,https://heal.nih.gov/files/CDEs/2023-09/promis-neuropathic-pain-quality-5a-cde.xlsx,English
7541,npsi-copyright-statement.docx,"The Neuropathic Pain Symptom Inventory (NPSI) evaluates the different symptoms of neuropathic pain.",Supplemental,English,"Neuropathic Pain",Yes,https://heal.nih.gov/files/CDEs/2023-09/npsi-copyright-statement.docx,"English,Spanish"
7606,pain-detect-copyright-statement.pdf,"PainDETECT is a self-reported assessment of pain qualities developed as a screening tool for pain of neuropathic origin.",Supplemental,English,"Neuropathic Pain",Yes,https://heal.nih.gov/files/CDEs/2023-09/pain-detect-copyright-statement.pdf,"English,Spanish"
7871,promis-nociceptive-pain-quality-5a-crf.pdf,"The PROMIS Nociceptive Pain Quality 5a is a self-administered questionnaire assessing 5 descriptors of nociceptive pain quality, with a recall period of the past 7 days.",Supplemental,English,"Nociceptive Pain",No,https://heal.nih.gov/files/CDEs/2023-09/promis-nociceptive-pain-quality-5a-crf.pdf,English
7866,promis-nociceptive-pain-quality-5a-cde.xlsx,"The PROMIS Nociceptive Pain Quality 5a is a self-administered questionnaire assessing 5 descriptors of nociceptive pain quality, with a recall period of the past 7 days.",Supplemental,English,"Nociceptive Pain",No,https://heal.nih.gov/files/CDEs/2023-09/promis-nociceptive-pain-quality-5a-cde.xlsx,English
7581,opas-crf.docx,"The Ocular Pain Assessment Survey (OPAS) measures ocular pain and quality of life.",Supplemental,English,"Ocular Pain",No,https://heal.nih.gov/files/CDEs/2023-09/opas-crf.docx,English
7571,opas-cde.xlsx,"The Ocular Pain Assessment Survey (OPAS) measures ocular pain and quality of life.",Supplemental,English,"Ocular Pain",No,https://heal.nih.gov/files/CDEs/2023-09/opas-cde.xlsx,English
7406,keele-start-back-crf.docx,"The Keele STarT Back Screening Tool is a brief questionnaire aimed at screening prognostic indicators in patients with low back pain.",Supplemental,English,"Low Back Pain",No,https://heal.nih.gov/files/CDEs/2023-09/keele-start-back-crf.docx,English
7401,keele-start-back-cde.xlsx,"The Keele STarT Back Screening Tool is a brief questionnaire aimed at screening prognostic indicators in patients with low back pain.",Supplemental,English,"Low Back Pain",No,https://heal.nih.gov/files/CDEs/2023-09/keele-start-back-cde.xlsx,English
7556,odi-copyright-statement.docx,"The Oswestry Low Back Pain Disability Questionnaire (ODI) measures a patient's permanent functional disability.",Supplemental,English,"Low Back Pain",Yes,https://heal.nih.gov/files/CDEs/2023-09/odi-copyright-statement.docx,English
8291,rmdq-crf.docx,"The Roland Morris Low Back Pain and Disability Questionnaire (RMDQ) assesses self-rated physical disability caused by low back pain.",Supplemental,English,"Low Back Pain",No,https://heal.nih.gov/files/CDEs/2023-09/rmdq-crf.docx,English
8286,rmdq-cde.xlsx,"The Roland Morris Low Back Pain and Disability Questionnaire (RMDQ) assesses self-rated physical disability caused by low back pain.",Supplemental,English,"Low Back Pain",No,https://heal.nih.gov/files/CDEs/2023-09/rmdq-cde.xlsx,English
7446,mars-copyright-statement.docx,"The Medication Adherence Rating Scale (MARS) is a 10-item self-report measure of medication adherence in psychosis.",Supplemental,English,Medication,Yes,https://heal.nih.gov/files/CDEs/2023-09/mars-copyright-statement.docx,English
7441,mars-5-copyright-statement.docx,"The Medication Adherence Rating Scale 5 (MARS 5) is a 5-item self-report measure of medication adherence in psychosis.",Supplemental,English,Medication,Yes,https://heal.nih.gov/files/CDEs/2023-09/mars-5-copyright-statement.docx,English
7471,mini-copyright-statement.docx,"The Mini International Neuropsychiatric Interview (Mini Cog) tool identifies people who might have clinically important, but unrecognized, cognitive impairment.",Supplemental,English,Memory,Yes,https://heal.nih.gov/files/CDEs/2023-09/mini-copyright-statement.docx,English
7476,microbiome-bristol-stool-chart-crf.docx,"The Microbiome Study Bristol Stool Chart classifies feces into seven groups. It is used in both clinical and experimental fields.",Supplemental,English,Microbiome,No,https://heal.nih.gov/files/CDEs/2023-09/microbiome-bristol-stool-chart-crf.docx,English
7456,microbiome-bristol-stool-chart-cde.xlsx,"The Microbiome Study Bristol Stool Chart classifies feces into seven groups. It is used in both clinical and experimental fields.",Supplemental,English,Microbiome,No,https://heal.nih.gov/files/CDEs/2023-09/microbiome-bristol-stool-chart-cde.xlsx,English
7056,amps-crf.docx,"The Applied Mindfulness Process Scale (AMPS) measures the frequency with which people use various mindfulness approaches to cope with daily stressors.",Supplemental,English,Mindfulness,No,https://heal.nih.gov/files/CDEs/2023-09/amps-crf.docx,English
7041,amps-cde.xlsx,"The Applied Mindfulness Process Scale (AMPS) measures the frequency with which people use various mindfulness approaches to cope with daily stressors.",Supplemental,English,Mindfulness,No,https://heal.nih.gov/files/CDEs/2023-09/amps-cde.xlsx,English
7136,cams-r-crf.docx,"The Cognitive and Affective Mindfulness Scale Revised (CAMS R) measures the degree to which individuals experience their thoughts and feelings and does not require meditation training.",Supplemental,English,Mindfulness,No,https://heal.nih.gov/files/CDEs/2023-09/cams-r-crf.docx,English
7131,cams-r-cde.xlsx,"The Cognitive and Affective Mindfulness Scale Revised (CAMS R) measures the degree to which individuals experience their thoughts and feelings and does not require meditation training.",Supplemental,English,Mindfulness,No,https://heal.nih.gov/files/CDEs/2023-09/cams-r-cde.xlsx,English
7256,fmi-crf.docx,"The Freiburg Mindfulness Inventory (FMI) is a self-report questionnaire that was developed to measure the trait of mindfulness.",Supplemental,English,Mindfulness,Yes,https://heal.nih.gov/files/CDEs/2023-09/fmi-crf.docx,English
7251,fmi-cde.xlsx,"The Freiburg Mindfulness Inventory (FMI) is a self-report questionnaire that was developed to measure the trait of mindfulness.",Supplemental,English,Mindfulness,Yes,https://heal.nih.gov/files/CDEs/2023-09/fmi-cde.xlsx,English
8901,fmi-copyright-statement.docx,"The Freiburg Mindfulness Inventory (FMI) is a self-report questionnaire that was developed to measure the trait of mindfulness.",Supplemental,English,Mindfulness,Yes,https://heal.nih.gov/files/CDEs/2024-01/fmi-copyright-statement.docx,English
7521,ndi-copyright-statement.docx,"The Neck Disability Index (NDI) is a self-report questionnaire used to determine how neck pain affects a patient's daily life and to assess the self-rated disability of patients with neck pain.",Supplemental,English,"Neck Pain",Yes,https://heal.nih.gov/files/CDEs/2023-09/ndi-copyright-statement.docx,English
7276,gcs-crf.docx,"The Glasgow Coma Scale (GCS) is used to objectively describe the extent of impaired consciousness in all types of acute medical and trauma patients.",Supplemental,English,"Neurological Assessments",No,https://heal.nih.gov/files/CDEs/2023-09/gcs-crf.docx,English
7271,gcs-cde.xlsx,"The Glasgow Coma Scale (GCS) is used to objectively describe the extent of impaired consciousness in all types of acute medical and trauma patients.",Supplemental,English,"Neurological Assessments",No,https://heal.nih.gov/files/CDEs/2023-09/gcs-cde.xlsx,English
5791,nida-assist-ada-modified-levels-1-2-crf.docx,"The NIDA ASSIST ADA modified Levels 1 and 2 measures risky substance use in adult patients.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/nida-assist-ada-modified-levels-1-2-crf.docx,English
5786,nida-assist-ada-modified-levels-1-2-cde.xlsx,"The NIDA ASSIST ADA modified Levels 1 and 2 measures risky substance use in adult patients.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/nida-assist-ada-modified-levels-1-2-cde.xlsx,English
5811,promis-alcohol-use-7a-crf.pdf,"The PROMIS Alcohol Use 7a assesses a subject's problem drinking behavior.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/promis-alcohol-use-7a-crf.pdf,English
5806,promis-alcohol-use-7a-cde.xlsx,"The PROMIS Alcohol Use 7a assesses a subject's problem drinking behavior.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/promis-alcohol-use-7a-cde.xlsx,English
5821,promis-appeal-of-substance-use-7a-crf.docx,"The PROMIS Appeal of Substance Use 7a measures a person's positive appeal of substance use.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/promis-appeal-of-substance-use-7a-crf.docx,English
5816,promis-appeal-of-substance-use-7a-cde.xlsx,"The PROMIS Appeal of Substance Use 7a measures a person's positive appeal of substance use.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/promis-appeal-of-substance-use-7a-cde.xlsx,English
5696,promis-pediatric-anxiety-sf-crf-spanish.pdf,"The PROMIS Pediatric Anxiety SF 8a, is a self-report measure to assess a child's anxiety level over the past 7 days.",Supplemental,Spanish,Anxiety,No,https://heal.nih.gov/files/CDEs/2023-07/promis-pediatric-anxiety-sf-crf-spanish.pdf,Spanish
5661,promis-pediatric-anxiety-sf-cde.xlsx,"The PROMIS Pediatric Anxiety SF 8a, is a self-report measure to assess a child's anxiety level over the past 7 days.",Supplemental,English,Anxiety,No,https://heal.nih.gov/files/CDEs/2023-07/promis-pediatric-anxiety-sf-cde.xlsx,Spanish
5831,promis-prescription-pain-med-misuse-7a-crf.pdf,"The PROMIS Prescription Pain Med Misuse 7a measures subjects prescription pain medication misuse behavior in the past three months.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/promis-prescription-pain-med-misuse-7a-crf.pdf,English
5826,promis-prescription-pain-med-misuse-7a-cde.xlsx,"The PROMIS Prescription Pain Med Misuse 7a measures subjects prescription pain medication misuse behavior in the past three months.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/promis-prescription-pain-med-misuse-7a-cde.xlsx,English
5841,promis-severity-of-substance-use-7a-crf.docx,"The PROMIS Severity of Substance Use 7a (Past 30 days) measures the severity of a subject's substance abuse behavior over the past 30 days.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/promis-severity-of-substance-use-7a-crf.docx,English
5836,promis-severity-of-substance-use-7a-cde.xlsx,"The PROMIS Severity of Substance Use 7a (Past 30 days) measures the severity of a subject's substance abuse behavior over the past 30 days.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/promis-severity-of-substance-use-7a-cde.xlsx,English
5861,socrates-crf.docx,"The Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES) to assess motivation for change in problem drinkers.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/socrates-crf.docx,English
5856,socrates-cde.xlsx,"The Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES) to assess motivation for change in problem drinkers.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde.xlsx,English
5901,timeline-followback-crf.docx,"The Timeline Follow Back (TLFB) is used as a clinical and research tool to obtain a variety of quantitative estimates of marijuana, cigarette, and other drug use over a 7-day period.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/timeline-followback-crf.docx,English
5896,timeline-followback-cde.xlsx,"The Timeline Follow Back (TLFB) is used as a clinical and research tool to obtain a variety of quantitative estimates of marijuana, cigarette, and other drug use over a 7-day period.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/timeline-followback-cde.xlsx,English
5891,timeline-followback-90day-crf.docx,"The Timeline Follow Back (TLFB) 90 days is used as a clinical and research tool to obtain a variety of quantitative estimates of marijuana, cigarette, and other drug use over a 90-day period.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/timeline-followback-90day-crf.docx,English
5886,timeline-followback-90day-cde.xlsx,"The Timeline Follow Back (TLFB) 90 days is used as a clinical and research tool to obtain a variety of quantitative estimates of marijuana, cigarette, and other drug use over a 90-day period.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/timeline-followback-90day-cde.xlsx,English
5881,taps2-crf.docx,"The Tobacco, Alcohol, Prescription medication, and other Substance Use 2 (TAPS 2) identifies specific substance(s) use and risk level, ranging in severity from problem use to the more severe substance use disorder.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/taps2-crf.docx,English
5876,taps2-cde.xlsx,"The Tobacco, Alcohol, Prescription medication, and other Substance Use 2 (TAPS 2) identifies specific substance(s) use and risk level, ranging in severity from problem use to the more severe substance use disorder.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/taps2-cde.xlsx,English
5906,taps2-crf-spanish.docx,"The Tobacco, Alcohol, Prescription medication, and other Substance Use 2 (TAPS 2) identifies specific substance(s) use and risk level, ranging in severity from problem use to the more severe substance use disorder.",Supplemental,Spanish,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/taps2-crf-spanish.docx,Spanish
6231,bfi-copyright-statement.docx,"The Big Five Inventory (BFI) 10 is a 10-item scale that measures the five personality traits: Extraversion, Agreeableness, Conscientiousness, Emotional Stability, and Openness.",Supplemental,English,Fatigue,Yes,https://heal.nih.gov/files/CDEs/2023-07/bfi-copyright-statement.docx,English
5706,addiction-behaviors-checklist-crf.docx,"The Addiction Behaviors Checklist (ABC) tracks behavior characteristics of addiction related to prescription opioid medications in chronic pain.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/addiction-behaviors-checklist-crf.docx,English
5701,addiction-behaviors-checklist-cde.xlsx,"The Addiction Behaviors Checklist (ABC) tracks behavior characteristics of addiction related to prescription opioid medications in chronic pain.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/addiction-behaviors-checklist-cde.xlsx,English
5716,audit-interview-crf.docx,"The Alcohol Use Disorders Identification Test (AUDIT) Interview is a clinician administered questionnaire to assess alcohol consumption, drinking behaviors, and alcohol-related problems.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/audit-interview-crf.docx,English
5711,audit-interview-cde.xlsx,"The Alcohol Use Disorders Identification Test (AUDIT) Interview is a clinician administered questionnaire to assess alcohol consumption, drinking behaviors, and alcohol-related problems.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/audit-interview-cde.xlsx,English
5726,audit-self-report-crf.docx,"The Alcohol Use Disorders Identification Test (AUDIT) measures alcohol consumption, drinking behaviors, and alcohol-related problems.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/audit-self-report-crf.docx,English
5721,audit-self-report-cde.xlsx,"The Alcohol Use Disorders Identification Test (AUDIT) measures alcohol consumption, drinking behaviors, and alcohol-related problems.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/audit-self-report-cde.xlsx,English
5731,audit-self-report-crf-spanish.docx,"The Alcohol Use Disorders Identification Test (AUDIT) measures alcohol consumption, drinking behaviors, and alcohol-related problems.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2023-07/audit-self-report-crf-spanish.docx,Spanish
8886,barc-10-crf.docx,"The Brief Assessment of Recovery Capital (BARC-10) is a self-report questionnaire to evaluate a person's resources and strengths, also known as ""recovery capital,"" that can support their recovery from substance use disorders.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2024-01/barc-10-crf.docx,English
8881,barc-10-cde.xlsx,"The Brief Assessment of Recovery Capital (BARC-10) is a self-report questionnaire to evaluate a person's resources and strengths, also known as ""recovery capital,"" that can support their recovery from substance use disorders.",Supplemental,English,"Substance Use",No,https://heal.nih.gov/files/CDEs/2024-01/barc-10-cde.xlsx,English
5781,mini-substance-use-non-alcohol-copyright-statement.docx,"The Mini-International Neuropsychiatric Interview Substance Use Disorder Scale was designed as a brief structured diagnostic interview for substance use disorders.",Supplemental,English,"Substance Use",Yes,https://heal.nih.gov/files/CDEs/2023-07/mini-substance-use-non-alcohol-copyright-statement.docx,English
6561,promis-pediatric-global-health-crf-spanish.pdf,"The PROMIS Pediatric Global Health measure is a brief and reliable 7-item summary assessment of a child's self-reported health.",Supplemental,Spanish,"General Health Measures",No,https://heal.nih.gov/files/CDEs/2023-07/promis-pediatric-global-health-crf-spanish.pdf,Spanish
6541,promis-pediatric-global-health-cde.xlsx,"The PROMIS Pediatric Global Health measure is a brief and reliable 7-item summary assessment of a child's self-reported health.",Supplemental,English,"General Health Measures",No,https://heal.nih.gov/files/CDEs/2023-07/promis-pediatric-global-health-cde.xlsx,Spanish
6501,promis-292-profile-v2.1-propr-crf.pdf,"The PROMIS PROPr 29+2 is a combination of PROMIS-29 Profile v2.1 and two items from PROMIS Cognitive Function Abilities v2.0.",Supplemental,English,"General Health Measures",No,https://heal.nih.gov/files/CDEs/2023-07/promis-292-profile-v2.1-propr-crf.pdf,English
6491,promis-292-profile-v2.1-propr-cde.xlsx,"The PROMIS PROPr 29+2 is a combination of PROMIS-29 Profile v2.1 and two items from PROMIS Cognitive Function Abilities v2.0.",Supplemental,English,"General Health Measures",No,https://heal.nih.gov/files/CDEs/2023-07/promis-292-profile-v2.1-propr-cde.xlsx,English
6556,scq-crf.docx,"The Self-Administered Comorbidity Questionnaire (SCQ) assesses comorbid conditions in clinical and health services research.",Supplemental,English,"General Health Measures",No,https://heal.nih.gov/files/CDEs/2023-07/scq-crf.docx,English
6546,scq-cde.xlsx,"The Self-Administered Comorbidity Questionnaire (SCQ) assesses comorbid conditions in clinical and health services research.",Supplemental,English,"General Health Measures",No,https://heal.nih.gov/files/CDEs/2023-07/scq-cde.xlsx,English
6451,sf12v2-health-survey-copyright-statement.docx,"The Health Survey (SF-12v2) is a self-reported outcome measure assessing the impact of health on an individual's everyday life. It is often used as a quality of life measure.",Supplemental,English,"General Health Measures",Yes,https://heal.nih.gov/files/CDEs/2023-07/sf12v2-health-survey-copyright-statement.docx,"English,Spanish"
6596,tei-copyright-statement.docx,"The Treatment Evaluation Inventory Modified (TEI) assesses parents' acceptance of procedures for behavior problem children.",Supplemental,English,"Global Satisfaction with Treatment",Yes,https://heal.nih.gov/files/CDEs/2023-07/tei-copyright-statement.docx,English
6571,asc12-ictal-crf.docx,"The Allodynia Symptom Checklist (ASC-12) assesses frequency of cutaneous allodynia symptoms during headache attacks.",Supplemental,English,Headache/Migraine,No,https://heal.nih.gov/files/CDEs/2023-07/asc12-ictal-crf.docx,English
6576,asc12-ictal-cde.xlsx,"The Allodynia Symptom Checklist (ASC-12) assesses frequency of cutaneous allodynia symptoms during headache attacks.",Supplemental,English,Headache/Migraine,No,https://heal.nih.gov/files/CDEs/2023-07/asc12-ictal-cde.xlsx,English
6581,asc12-interictal-crf.docx,"The Allodynia Symptom Checklist (ASC-12) assesses frequency of cutaneous allodynia symptoms during headache attacks.",Supplemental,English,Headache/Migraine,No,https://heal.nih.gov/files/CDEs/2023-07/asc12-interictal-crf.docx,English
6586,asc12-interictal-cde.xlsx,"The Allodynia Symptom Checklist (ASC-12) assesses frequency of cutaneous allodynia symptoms during headache attacks.",Supplemental,English,Headache/Migraine,No,https://heal.nih.gov/files/CDEs/2023-07/asc12-interictal-cde.xlsx,English
8966,midas-crf.docx,"The Migraine Disability Assessment (MIDAS) questionnaire assesses headache-related disability with the aim of improving migraine care.",Supplemental,English,Headache/Migraine,No,https://heal.nih.gov/files/CDEs/2024-01/midas-crf.docx,English
8916,midas-cde.xlsx,"The Migraine Disability Assessment (MIDAS) questionnaire assesses headache-related disability with the aim of improving migraine care.",Supplemental,English,Headache/Migraine,No,https://heal.nih.gov/files/CDEs/2024-01/midas-cde.xlsx,English
5756,comm-copyright-statement.docx,"The Current Opioid Misuse Measure (COMM) is a self-assessment to monitor chronic pain patients on opioid therapy.",Supplemental,English,Opioids,No,https://heal.nih.gov/files/CDEs/2023-07/comm-copyright-statement.docx,"English,Spanish"
5766,cows-crf.docx,"The Clinical Opiate Withdrawal Scale (COWS) is a clinician-administered instrument that rates 11 common opiate withdrawal signs or symptoms.",Supplemental,English,Opioids,No,https://heal.nih.gov/files/CDEs/2023-07/cows-crf.docx,English
5761,cows-cde.xlsx,"The Clinical Opiate Withdrawal Scale (COWS) is a clinician-administered instrument that rates 11 common opiate withdrawal signs or symptoms.",Supplemental,English,Opioids,No,https://heal.nih.gov/files/CDEs/2023-07/cows-cde.xlsx,English
5801,opioid-risk-tool-crf.docx,"The Opioid Risk Tool (ORT) is a self-report screening tool for adult patients in primary care settings to assess risk for opioid abuse among individuals prescribed opioids for treatment of chronic pain.",Supplemental,English,Opioids,No,https://heal.nih.gov/files/CDEs/2023-07/opioid-risk-tool-crf.docx,English
5796,opioid-risk-tool-cde.xlsx,"The Opioid Risk Tool (ORT) is a self-report screening tool for adult patients in primary care settings to assess risk for opioid abuse among individuals prescribed opioids for treatment of chronic pain.",Supplemental,English,Opioids,No,https://heal.nih.gov/files/CDEs/2023-07/opioid-risk-tool-cde.xlsx,English
5851,soapp-r-copyright-statement.docx,"The Screener and Opioid Assessment for Patients with Pain- Revised (SOAPP-R) evaluates a patient's relative risk for developing problems when placed on long-term opioid therapy.",Supplemental,English,Opioids,Yes,https://heal.nih.gov/files/CDEs/2023-07/soapp-r-copyright-statement.docx,English
8876,sows-copyright-statement.docx,"The Subjective Opiate Withdrawal Scale (SOWS) is self-administered rating scale to measure the signs and symptoms of opiate withdrawal.",Supplemental,English,Opioids,Yes,https://heal.nih.gov/files/CDEs/2024-01/sows-copyright-statement.docx,English
6471,eq5d5l-copyright-statement.docx,"The EQ-5D-5L is a self-assessed, health related, quality of life questionnaire. The scale measures quality of life on a 5-component scale including mobility, self-care, usual activities, pain/discomfort, and anxiety/depression.",Supplemental,English,"General Health Measures",Yes,https://heal.nih.gov/files/CDEs/2023-07/eq5d5l-copyright-statement.docx,English
6486,ohq-crf.docx,"The Orthostatic Hypotension Questionnaire (OHQ) assesses the burden of symptoms with two components: the six-item symptoms assessment scale and a four-item daily activity scale.",Supplemental,English,"General Health Measures",Yes,https://heal.nih.gov/files/CDEs/2023-07/ohq-crf.docx,English
6481,ohq-cde.xlsx,"The Orthostatic Hypotension Questionnaire (OHQ) assesses the burden of symptoms with two components: the six-item symptoms assessment scale and a four-item daily activity scale.",Supplemental,English,"General Health Measures",Yes,https://heal.nih.gov/files/CDEs/2023-07/ohq-cde.xlsx,English
8971,ohq-copyright_statement.docx,"The Orthostatic Hypotension Questionnaire (OHQ) assesses the burden of symptoms with two components: the six-item symptoms assessment scale and a four-item daily activity scale.",Supplemental,English,"General Health Measures",Yes,https://heal.nih.gov/files/CDEs/2024-01/ohq-copyright_statement.docx,English
6511,promis-29-profile-v2.1-crf.pdf,"The PROMIS-29 v2.0 profile assesses pain intensity using a numeric rating item and seven health domains (physical function, fatigue, pain interference, depressive symptoms, anxiety, ability to participate in social roles and activities, and sleep disturbance) using four items for each domain.",Supplemental,English,"General Health Measures",No,https://heal.nih.gov/files/CDEs/2023-07/promis-29-profile-v2.1-crf.pdf,English
6496,promis-29-profile-v2.1-cde.xlsx,"The PROMIS-29 v2.0 profile assesses pain intensity using a numeric rating item and seven health domains (physical function, fatigue, pain interference, depressive symptoms, anxiety, ability to participate in social roles and activities, and sleep disturbance) using four items for each domain.",Supplemental,English,"General Health Measures",No,https://heal.nih.gov/files/CDEs/2023-07/promis-29-profile-v2.1-cde.xlsx,English
